tweet_id,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url
670811965569282048,1053,247,8942724,18,Twitter for iPhone,Original tweet,https://t.co/eYP9i9gfYn
670807719151067136,1083,451,8942724,18,Twitter for iPhone,Original tweet,https://t.co/idzH8JH06g
670804601705242624,1834,881,8942724,18,Twitter for iPhone,Original tweet,https://t.co/DM3ZP3AA7b
670803562457407488,320,83,8942724,18,Twitter for iPhone,Original tweet,https://t.co/9ZuGAmLZDR
670797304698376195,689,214,8942724,18,Twitter for iPhone,Original tweet,https://t.co/yqohZK4CL0
670792680469889025,775,253,8942724,18,Twitter for iPhone,Original tweet,https://t.co/gTy4WMXu8l
670789397210615808,614,221,8942724,18,Twitter for iPhone,Original tweet,https://t.co/RGcNPsmAfY
670786190031921152,557,183,8942724,18,Twitter for iPhone,Original tweet,https://t.co/3r7wznfuoa
670783437142401025,777,352,8942724,18,Twitter for iPhone,Original tweet,https://t.co/jxukeh2BeO
670782429121134593,1432,707,8942724,18,Twitter for iPhone,Original tweet,https://t.co/6dioUL6gcP
670780561024270336,742,266,8942724,18,Twitter for iPhone,Original tweet,https://t.co/Viu56hVhhP
670778058496974848,311,68,8942724,18,Twitter for iPhone,Original tweet,https://t.co/4g5kFdxp6g
670764103623966721,1013,388,8942724,18,Twitter for iPhone,Original tweet,https://t.co/ZfS7chSsi7
670755717859713024,408,97,8942724,18,Twitter for iPhone,Original tweet,https://t.co/F6bI9dF16E
670733412878163972,898,471,8942724,18,Twitter for iPhone,Original tweet,https://t.co/NsDIt8Z80Z
670727704916926465,779,328,8942724,18,Twitter for iPhone,Original tweet,https://t.co/SWnrQAFOtt
670717338665226240,1111,444,8942724,18,Twitter for iPhone,Original tweet,https://t.co/W2MCt9pTed
670704688707301377,727,343,8942724,18,Twitter for iPhone,Original tweet,https://t.co/I1lMUy1FqH
670691627984359425,551,221,8942724,18,Twitter for iPhone,Original tweet,https://t.co/eCVj2xT59V
